"ensembl_gene_id"	"external_gene_id"	"description"
"1311"	"ENSMUSG00000031954"	"Cfdp1"	"craniofacial development protein 1 [Source:MGI Symbol;Acc:MGI:1344403]"
"1312"	"ENSMUSG00000031960"	"Aars"	"alanyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:2384560]"
"1313"	"ENSMUSG00000031976"	"Urb2"	"URB2 ribosome biogenesis 2 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2681124]"
"1314"	"ENSMUSG00000031980"	"Agt"	"angiotensinogen (serpin peptidase inhibitor, clade A, member 8) [Source:MGI Symbol;Acc:MGI:87963]"
"1315"	"ENSMUSG00000031984"	"2810004N23Rik"	"RIKEN cDNA 2810004N23 gene [Source:MGI Symbol;Acc:MGI:1913773]"
"1316"	"ENSMUSG00000032042"	"Srpr"	"signal recognition particle receptor ('docking protein') [Source:MGI Symbol;Acc:MGI:1914648]"
"1317"	"ENSMUSG00000032044"	"Rpusd4"	"RNA pseudouridylate synthase domain containing 4 [Source:MGI Symbol;Acc:MGI:1919239]"
"1318"	"ENSMUSG00000032050"	"Rdx"	"radixin [Source:MGI Symbol;Acc:MGI:97887]"
"1319"	"ENSMUSG00000032060"	"Cryab"	"crystallin, alpha B [Source:MGI Symbol;Acc:MGI:88516]"
"1320"	"ENSMUSG00000032077"	"Bud13"	"BUD13 homolog (yeast) [Source:MGI Symbol;Acc:MGI:2443443]"
"1321"	"ENSMUSG00000032085"	"Tagln"	"transgelin [Source:MGI Symbol;Acc:MGI:106012]"
"1322"	"ENSMUSG00000032096"	"Arcn1"	"archain 1 [Source:MGI Symbol;Acc:MGI:2387591]"
"1323"	"ENSMUSG00000032097"	"Ddx6"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 6 [Source:MGI Symbol;Acc:MGI:104976]"
"1324"	"ENSMUSG00000032116"	"Stt3a"	"STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:105124]"
"1325"	"ENSMUSG00000032171"	"Pin1"	"protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1 [Source:MGI Symbol;Acc:MGI:1346036]"
"1326"	"ENSMUSG00000032178"	"Ilf3"	"interleukin enhancer binding factor 3 [Source:MGI Symbol;Acc:MGI:1339973]"
"1327"	"ENSMUSG00000032181"	"Scg3"	"secretogranin III [Source:MGI Symbol;Acc:MGI:103032]"
"1328"	"ENSMUSG00000032212"	"Sltm"	"SAFB-like, transcription modulator [Source:MGI Symbol;Acc:MGI:1913910]"
"1329"	"ENSMUSG00000032215"	"Rsl24d1"	"ribosomal L24 domain containing 1 [Source:MGI Symbol;Acc:MGI:2681840]"
"1330"	"ENSMUSG00000032216"	"Nedd4"	"neural precursor cell expressed, developmentally down-regulated 4 [Source:MGI Symbol;Acc:MGI:97297]"
"1331"	"ENSMUSG00000032231"	"Anxa2"	"annexin A2 [Source:MGI Symbol;Acc:MGI:88246]"
"1332"	"ENSMUSG00000032239"	"Rp9"	"retinitis pigmentosa 9 (human) [Source:MGI Symbol;Acc:MGI:2157166]"
"1333"	"ENSMUSG00000032249"	"Anp32a"	"acidic (leucine-rich) nuclear phosphoprotein 32 family, member A [Source:MGI Symbol;Acc:MGI:108447]"
"1334"	"ENSMUSG00000032265"	"Fam46a"	"family with sequence similarity 46, member A [Source:MGI Symbol;Acc:MGI:2670964]"
"1335"	"ENSMUSG00000032288"	"Imp3"	"IMP3, U3 small nucleolar ribonucleoprotein, homolog (yeast) [Source:MGI Symbol;Acc:MGI:1916119]"
"1336"	"ENSMUSG00000032293"	"Ireb2"	"iron responsive element binding protein 2 [Source:MGI Symbol;Acc:MGI:1928268]"
"1337"	"ENSMUSG00000032294"	"Pkm"	"pyruvate kinase, muscle [Source:MGI Symbol;Acc:MGI:97591]"
"1338"	"ENSMUSG00000032301"	"Psma4"	"proteasome (prosome, macropain) subunit, alpha type 4 [Source:MGI Symbol;Acc:MGI:1347060]"
"1339"	"ENSMUSG00000032314"	"Etfa"	"electron transferring flavoprotein, alpha polypeptide [Source:MGI Symbol;Acc:MGI:106092]"
"1340"	"ENSMUSG00000032316"	"Clk3"	"CDC-like kinase 3 [Source:MGI Symbol;Acc:MGI:1098670]"
"1341"	"ENSMUSG00000032329"	"Hmg20a"	"high mobility group 20A [Source:MGI Symbol;Acc:MGI:1914117]"
"1342"	"ENSMUSG00000032336"	"Nptn"	"neuroplastin [Source:MGI Symbol;Acc:MGI:108077]"
"1343"	"ENSMUSG00000032342"	"Mto1"	"mitochondrial translation optimization 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915541]"
"1344"	"ENSMUSG00000032383"	"Ppib"	"peptidylprolyl isomerase B [Source:MGI Symbol;Acc:MGI:97750]"
"1345"	"ENSMUSG00000032387"	"Rbpms2"	"RNA binding protein with multiple splicing 2 [Source:MGI Symbol;Acc:MGI:1919223]"
"1346"	"ENSMUSG00000032399"	"Rpl4"	"ribosomal protein L4 [Source:MGI Symbol;Acc:MGI:1915141]"
"1347"	"ENSMUSG00000032407"	"U2surp"	"U2 snRNP-associated SURP domain containing [Source:MGI Symbol;Acc:MGI:1915208]"
"1348"	"ENSMUSG00000032410"	"Xrn1"	"5'-3' exoribonuclease 1 [Source:MGI Symbol;Acc:MGI:891964]"
"1349"	"ENSMUSG00000032412"	"Atp1b3"	"ATPase, Na+/K+ transporting, beta 3 polypeptide [Source:MGI Symbol;Acc:MGI:107788]"
"1350"	"ENSMUSG00000032418"	"Me1"	"malic enzyme 1, NADP(+)-dependent, cytosolic [Source:MGI Symbol;Acc:MGI:97043]"
"1351"	"ENSMUSG00000032423"	"Syncrip"	"synaptotagmin binding, cytoplasmic RNA interacting protein [Source:MGI Symbol;Acc:MGI:1891690]"
"1352"	"ENSMUSG00000032435"	"Dync1li1"	"dynein cytoplasmic 1 light intermediate chain 1 [Source:MGI Symbol;Acc:MGI:2135610]"
"1353"	"ENSMUSG00000032437"	"Stt3b"	"STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915542]"
"1354"	"ENSMUSG00000032458"	"Copb2"	"coatomer protein complex, subunit beta 2 (beta prime) [Source:MGI Symbol;Acc:MGI:1354962]"
"1355"	"ENSMUSG00000032469"	"Dbr1"	"debranching enzyme homolog 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1931520]"
"1356"	"ENSMUSG00000032479"	"Map4"	"microtubule-associated protein 4 [Source:MGI Symbol;Acc:MGI:97178]"
"1357"	"ENSMUSG00000032480"	"Dhx30"	"DEAH (Asp-Glu-Ala-His) box polypeptide 30 [Source:MGI Symbol;Acc:MGI:1920081]"
"1358"	"ENSMUSG00000032496"	"Ltf"	"lactotransferrin [Source:MGI Symbol;Acc:MGI:96837]"
"1359"	"ENSMUSG00000032504"	"Pdcd6ip"	"programmed cell death 6 interacting protein [Source:MGI Symbol;Acc:MGI:1333753]"
"1360"	"ENSMUSG00000032518"	"Rpsa"	"ribosomal protein SA [Source:MGI Symbol;Acc:MGI:105381]"
"1361"	"ENSMUSG00000032553"	"Srprb"	"signal recognition particle receptor, B subunit [Source:MGI Symbol;Acc:MGI:102964]"
"1362"	"ENSMUSG00000032554"	"Trf"	"transferrin [Source:MGI Symbol;Acc:MGI:98821]"
"1363"	"ENSMUSG00000032563"	"Mrpl3"	"mitochondrial ribosomal protein L3 [Source:MGI Symbol;Acc:MGI:2137204]"
"1364"	"ENSMUSG00000032565"	"Nudt16"	"nudix (nucleoside diphosphate linked moiety X)-type motif 16 [Source:MGI Symbol;Acc:MGI:1922936]"
"1365"	"ENSMUSG00000032566"	"1700080E11Rik"	"RIKEN cDNA 1700080E11 gene [Source:MGI Symbol;Acc:MGI:1920782]"
"1366"	"ENSMUSG00000032575"	"Manf"	"mesencephalic astrocyte-derived neurotrophic factor [Source:MGI Symbol;Acc:MGI:1922090]"
"1367"	"ENSMUSG00000032580"	"Rbm5"	"RNA binding motif protein 5 [Source:MGI Symbol;Acc:MGI:1933204]"
"1368"	"ENSMUSG00000032582"	"Rbm6"	"RNA binding motif protein 6 [Source:MGI Symbol;Acc:MGI:1338037]"
"1369"	"ENSMUSG00000032590"	"Apeh"	"acylpeptide hydrolase [Source:MGI Symbol;Acc:MGI:88041]"
"1370"	"ENSMUSG00000032601"	"Prkar2a"	"protein kinase, cAMP dependent regulatory, type II alpha [Source:MGI Symbol;Acc:MGI:108025]"
"1371"	"ENSMUSG00000032604"	"Qars"	"glutaminyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:1915851]"
"1372"	"ENSMUSG00000032621"	"Srek1"	"splicing regulatory glutamine/lysine-rich protein 1 [Source:MGI Symbol;Acc:MGI:2145245]"
"1373"	"ENSMUSG00000032624"	"Eml4"	"echinoderm microtubule associated protein like 4 [Source:MGI Symbol;Acc:MGI:1926048]"
"1374"	"ENSMUSG00000032637"	"Atxn2l"	"ataxin 2-like [Source:MGI Symbol;Acc:MGI:2446242]"
"1375"	"ENSMUSG00000032679"	"Cd59a"	"CD59a antigen [Source:MGI Symbol;Acc:MGI:109177]"
"1376"	"ENSMUSG00000032690"	"Oas2"	"2'-5' oligoadenylate synthetase 2 [Source:MGI Symbol;Acc:MGI:2180852]"
"1377"	"ENSMUSG00000032745"	"Gpbp1"	"GC-rich promoter binding protein 1 [Source:MGI Symbol;Acc:MGI:1920524]"
"1378"	"ENSMUSG00000032796"	"Lama1"	"laminin, alpha 1 [Source:MGI Symbol;Acc:MGI:99892]"
"1379"	"ENSMUSG00000032803"	"Cdv3"	"carnitine deficiency-associated gene expressed in ventricle 3 [Source:MGI Symbol;Acc:MGI:2448759]"
"1380"	"ENSMUSG00000032834"	"Pwp2"	"PWP2 periodic tryptophan protein homolog (yeast) [Source:MGI Symbol;Acc:MGI:1341200]"
"1381"	"ENSMUSG00000032883"	"Acsl3"	"acyl-CoA synthetase long-chain family member 3 [Source:MGI Symbol;Acc:MGI:1921455]"
"1382"	"ENSMUSG00000032902"	"Slc16a1"	"solute carrier family 16 (monocarboxylic acid transporters), member 1 [Source:MGI Symbol;Acc:MGI:106013]"
"1383"	"ENSMUSG00000032959"	"Pebp1"	"phosphatidylethanolamine binding protein 1 [Source:MGI Symbol;Acc:MGI:1344408]"
"1384"	"ENSMUSG00000032977"	"Fam207a"	"family with sequence similarity 207, member A [Source:MGI Symbol;Acc:MGI:1916334]"
"1385"	"ENSMUSG00000033021"	"Gmppa"	"GDP-mannose pyrophosphorylase A [Source:MGI Symbol;Acc:MGI:1916330]"
"1386"	"ENSMUSG00000033047"	"Eif3l"	"eukaryotic translation initiation factor 3, subunit L [Source:MGI Symbol;Acc:MGI:2386251]"
"1387"	"ENSMUSG00000033083"	"Tbc1d4"	"TBC1 domain family, member 4 [Source:MGI Symbol;Acc:MGI:2429660]"
"1388"	"ENSMUSG00000033161"	"Atp1a1"	"ATPase, Na+/K+ transporting, alpha 1 polypeptide [Source:MGI Symbol;Acc:MGI:88105]"
"1389"	"ENSMUSG00000033166"	"Dis3"	"DIS3 mitotic control homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1919912]"
"1390"	"ENSMUSG00000033228"	"Scaf11"	"SR-related CTD-associated factor 11 [Source:MGI Symbol;Acc:MGI:1919443]"
"1391"	"ENSMUSG00000033285"	"Wdr3"	"WD repeat domain 3 [Source:MGI Symbol;Acc:MGI:2443143]"
"1392"	"ENSMUSG00000033294"	"Noc4l"	"nucleolar complex associated 4 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2140843]"
"1393"	"ENSMUSG00000033306"	"Lpp"	"LIM domain containing preferred translocation partner in lipoma [Source:MGI Symbol;Acc:MGI:2441849]"
"1394"	"ENSMUSG00000033307"	"Mif"	"macrophage migration inhibitory factor [Source:MGI Symbol;Acc:MGI:96982]"
"1395"	"ENSMUSG00000033356"	"Pus7l"	"pseudouridylate synthase 7 homolog (S. cerevisiae)-like [Source:MGI Symbol;Acc:MGI:1926145]"
"1396"	"ENSMUSG00000033392"	"Clasp2"	"CLIP associating protein 2 [Source:MGI Symbol;Acc:MGI:1923749]"
"1397"	"ENSMUSG00000033409"	"Syce1l"	"synaptonemal complex central element protein 1 like [Source:MGI Symbol;Acc:MGI:1922247]"
"1398"	"ENSMUSG00000033423"	"Eri3"	"exoribonuclease 3 [Source:MGI Symbol;Acc:MGI:2153887]"
"1399"	"ENSMUSG00000033487"	"Fndc3a"	"fibronectin type III domain containing 3A [Source:MGI Symbol;Acc:MGI:1196463]"
"1400"	"ENSMUSG00000033499"	"Larp4b"	"La ribonucleoprotein domain family, member 4B [Source:MGI Symbol;Acc:MGI:106330]"
"1401"	"ENSMUSG00000033565"	"Rbfox2"	"RNA binding protein, fox-1 homolog (C. elegans) 2 [Source:MGI Symbol;Acc:MGI:1933973]"
"1402"	"ENSMUSG00000033581"	"Igf2bp2"	"insulin-like growth factor 2 mRNA binding protein 2 [Source:MGI Symbol;Acc:MGI:1890358]"
"1403"	"ENSMUSG00000033629"	"Ptplad1"	"protein tyrosine phosphatase-like A domain containing 1 [Source:MGI Symbol;Acc:MGI:1889341]"
"1404"	"ENSMUSG00000033712"	"Ccar2"	"cell cycle activator and apoptosis regulator 2 [Source:MGI Symbol;Acc:MGI:2444228]"
"1405"	"ENSMUSG00000033732"	"Sf3b3"	"splicing factor 3b, subunit 3 [Source:MGI Symbol;Acc:MGI:1289341]"
"1406"	"ENSMUSG00000033751"	"Gadd45gip1"	"growth arrest and DNA-damage-inducible, gamma interacting protein 1 [Source:MGI Symbol;Acc:MGI:1914947]"
"1407"	"ENSMUSG00000033760"	"Rbm4b"	"RNA binding motif protein 4B [Source:MGI Symbol;Acc:MGI:1913954]"
"1408"	"ENSMUSG00000033762"	"Recql4"	"RecQ protein-like 4 [Source:MGI Symbol;Acc:MGI:1931028]"
"1409"	"ENSMUSG00000033767"	"D930015E06Rik"	"RIKEN cDNA D930015E06 gene [Source:MGI Symbol;Acc:MGI:2443399]"
"1410"	"ENSMUSG00000033813"	"Tcea1"	"transcription elongation factor A (SII) 1 [Source:MGI Symbol;Acc:MGI:1196624]"
"1411"	"ENSMUSG00000033845"	"Mrpl15"	"mitochondrial ribosomal protein L15 [Source:MGI Symbol;Acc:MGI:1351639]"
"1412"	"ENSMUSG00000033882"	"Rbm46"	"RNA binding motif protein 46 [Source:MGI Symbol;Acc:MGI:3645057]"
"1413"	"ENSMUSG00000033909"	"Usp36"	"ubiquitin specific peptidase 36 [Source:MGI Symbol;Acc:MGI:1919594]"
"1414"	"ENSMUSG00000033931"	"Rbm34"	"RNA binding motif protein 34 [Source:MGI Symbol;Acc:MGI:1098653]"
"1415"	"ENSMUSG00000033955"	"Tnks1bp1"	"tankyrase 1 binding protein 1 [Source:MGI Symbol;Acc:MGI:2446193]"
"1416"	"ENSMUSG00000034007"	"Scaper"	"S phase cyclin A-associated protein in the ER [Source:MGI Symbol;Acc:MGI:1925976]"
"1417"	"ENSMUSG00000034021"	"Pds5b"	"PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2140945]"
"1418"	"ENSMUSG00000034024"	"Cct2"	"chaperonin containing Tcp1, subunit 2 (beta) [Source:MGI Symbol;Acc:MGI:107186]"
"1419"	"ENSMUSG00000034088"	"Hdlbp"	"high density lipoprotein (HDL) binding protein [Source:MGI Symbol;Acc:MGI:99256]"
"1420"	"ENSMUSG00000034101"	"Ctnnd1"	"catenin (cadherin associated protein), delta 1 [Source:MGI Symbol;Acc:MGI:105100]"
"1421"	"ENSMUSG00000034108"	"Ccs"	"copper chaperone for superoxide dismutase [Source:MGI Symbol;Acc:MGI:1333783]"
"1422"	"ENSMUSG00000034120"	"Srsf2"	"serine/arginine-rich splicing factor 2 [Source:MGI Symbol;Acc:MGI:98284]"
"1423"	"ENSMUSG00000034139"	"Serpini2"	"serine (or cysteine) peptidase inhibitor, clade I, member 2 [Source:MGI Symbol;Acc:MGI:1915181]"
"1424"	"ENSMUSG00000034163"	"Zfc3h1"	"zinc finger, C3H1-type containing [Source:MGI Symbol;Acc:MGI:2446143]"
"1425"	"ENSMUSG00000034194"	"R3hcc1"	"R3H domain and coiled-coil containing 1 [Source:MGI Symbol;Acc:MGI:1919093]"
"1426"	"ENSMUSG00000034211"	"Mrps17"	"mitochondrial ribosomal protein S17 [Source:MGI Symbol;Acc:MGI:1913508]"
"1427"	"ENSMUSG00000034243"	"Golgb1"	"golgi autoantigen, golgin subfamily b, macrogolgin 1 [Source:MGI Symbol;Acc:MGI:1099447]"
"1428"	"ENSMUSG00000034259"	"Exosc4"	"exosome component 4 [Source:MGI Symbol;Acc:MGI:1923576]"
"1429"	"ENSMUSG00000034321"	"Exosc1"	"exosome component 1 [Source:MGI Symbol;Acc:MGI:1913833]"
"1430"	"ENSMUSG00000034593"	"Myo5a"	"myosin VA [Source:MGI Symbol;Acc:MGI:105976]"
"1431"	"ENSMUSG00000034610"	"Zcchc11"	"zinc finger, CCHC domain containing 11 [Source:MGI Symbol;Acc:MGI:2445126]"
"1432"	"ENSMUSG00000034621"	"Gpatch8"	"G patch domain containing 8 [Source:MGI Symbol;Acc:MGI:1918667]"
"1433"	"ENSMUSG00000034653"	"Ythdc2"	"YTH domain containing 2 [Source:MGI Symbol;Acc:MGI:2448561]"
"1434"	"ENSMUSG00000034659"	"Tmem109"	"transmembrane protein 109 [Source:MGI Symbol;Acc:MGI:1915789]"
"1435"	"ENSMUSG00000034681"	"Rnps1"	"ribonucleic acid binding protein S1 [Source:MGI Symbol;Acc:MGI:97960]"
"1436"	"ENSMUSG00000034708"	"Grn"	"granulin [Source:MGI Symbol;Acc:MGI:95832]"
"1437"	"ENSMUSG00000034729"	"Mrps10"	"mitochondrial ribosomal protein S10 [Source:MGI Symbol;Acc:MGI:1928139]"
"1438"	"ENSMUSG00000034774"	"Dsg1c"	"desmoglein 1 gamma [Source:MGI Symbol;Acc:MGI:2664358]"
"1439"	"ENSMUSG00000034818"	"Celf5"	"CUGBP, Elav-like family member 5 [Source:MGI Symbol;Acc:MGI:2442333]"
"1440"	"ENSMUSG00000034820"	"Cpsf7"	"cleavage and polyadenylation specific factor 7 [Source:MGI Symbol;Acc:MGI:1917826]"
"1441"	"ENSMUSG00000034880"	"Mrpl34"	"mitochondrial ribosomal protein L34 [Source:MGI Symbol;Acc:MGI:2137227]"
"1442"	"ENSMUSG00000034889"	"Cactin"	"cactin, spliceosome C complex subunit [Source:MGI Symbol;Acc:MGI:1917562]"
"1443"	"ENSMUSG00000034926"	"Dhcr24"	"24-dehydrocholesterol reductase [Source:MGI Symbol;Acc:MGI:1922004]"
"1444"	"ENSMUSG00000034931"	"Dhx8"	"DEAH (Asp-Glu-Ala-His) box polypeptide 8 [Source:MGI Symbol;Acc:MGI:1306823]"
"1445"	"ENSMUSG00000034932"	"Mrpl54"	"mitochondrial ribosomal protein L54 [Source:MGI Symbol;Acc:MGI:1913297]"
"1446"	"ENSMUSG00000034993"	"Vat1"	"vesicle amine transport protein 1 homolog (T californica) [Source:MGI Symbol;Acc:MGI:1349450]"
"1447"	"ENSMUSG00000034994"	"Eef2"	"eukaryotic translation elongation factor 2 [Source:MGI Symbol;Acc:MGI:95288]"
"1448"	"ENSMUSG00000035047"	"Kri1"	"KRI1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2384899]"
"1449"	"ENSMUSG00000035049"	"Rrp12"	"ribosomal RNA processing 12 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2147437]"
"1450"	"ENSMUSG00000035051"	"Dhx57"	"DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57 [Source:MGI Symbol;Acc:MGI:2147067]"
"1451"	"ENSMUSG00000035093"	"Secisbp2l"	"SECIS binding protein 2-like [Source:MGI Symbol;Acc:MGI:1917604]"
"1452"	"ENSMUSG00000035133"	"Arhgap5"	"Rho GTPase activating protein 5 [Source:MGI Symbol;Acc:MGI:1332637]"
"1453"	"ENSMUSG00000035139"	"Secisbp2"	"SECIS binding protein 2 [Source:MGI Symbol;Acc:MGI:1922670]"
"1454"	"ENSMUSG00000035142"	"Nubpl"	"nucleotide binding protein-like [Source:MGI Symbol;Acc:MGI:1924076]"
"1455"	"ENSMUSG00000035150"	"Eif2s3x"	"eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked [Source:MGI Symbol;Acc:MGI:1349431]"
"1456"	"ENSMUSG00000035181"	"Heatr5a"	"HEAT repeat containing 5A [Source:MGI Symbol;Acc:MGI:2444133]"
"1457"	"ENSMUSG00000035247"	"Hectd1"	"HECT domain containing 1 [Source:MGI Symbol;Acc:MGI:2384768]"
"1458"	"ENSMUSG00000035248"	"Zcchc6"	"zinc finger, CCHC domain containing 6 [Source:MGI Symbol;Acc:MGI:2387179]"
"1459"	"ENSMUSG00000035275"	"Raver2"	"ribonucleoprotein, PTB-binding 2 [Source:MGI Symbol;Acc:MGI:2443623]"
"1460"	"ENSMUSG00000035325"	"Sec31a"	"Sec31 homolog A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1916412]"
"1461"	"ENSMUSG00000035337"	"Uchl4"	"ubiquitin carboxyl-terminal esterase L4 [Source:MGI Symbol;Acc:MGI:1890440]"
"1462"	"ENSMUSG00000035376"	"Ptplb"	"protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b [Source:MGI Symbol;Acc:MGI:1918007]"
"1463"	"ENSMUSG00000035427"	"Mageb4"	"melanoma antigen, family B, 4 [Source:MGI Symbol;Acc:MGI:2148568]"
"1464"	"ENSMUSG00000035504"	"Reep6"	"receptor accessory protein 6 [Source:MGI Symbol;Acc:MGI:1917585]"
"1465"	"ENSMUSG00000035517"	"Tdrd7"	"tudor domain containing 7 [Source:MGI Symbol;Acc:MGI:2140279]"
"1466"	"ENSMUSG00000035530"	"Eif1"	"eukaryotic translation initiation factor 1 [Source:MGI Symbol;Acc:MGI:105125]"
"1467"	"ENSMUSG00000035545"	"Leng8"	"leukocyte receptor cluster (LRC) member 8 [Source:MGI Symbol;Acc:MGI:2142195]"
"1468"	"ENSMUSG00000035575"	"Utp6"	"UTP6, small subunit (SSU) processome component, homolog (yeast) [Source:MGI Symbol;Acc:MGI:2445193]"
"1469"	"ENSMUSG00000035632"	"Cnot3"	"CCR4-NOT transcription complex, subunit 3 [Source:MGI Symbol;Acc:MGI:2385261]"
"1470"	"ENSMUSG00000035637"	"Grhpr"	"glyoxylate reductase/hydroxypyruvate reductase [Source:MGI Symbol;Acc:MGI:1923488]"
"1471"	"ENSMUSG00000035649"	"Zcchc7"	"zinc finger, CCHC domain containing 7 [Source:MGI Symbol;Acc:MGI:2442912]"
"1472"	"ENSMUSG00000035726"	"Supt16"	"suppressor of Ty 16 [Source:MGI Symbol;Acc:MGI:1890948]"
"1473"	"ENSMUSG00000035772"	"Mrps2"	"mitochondrial ribosomal protein S2 [Source:MGI Symbol;Acc:MGI:2153089]"
"1474"	"ENSMUSG00000035851"	"Ythdc1"	"YTH domain containing 1 [Source:MGI Symbol;Acc:MGI:2443713]"
"1475"	"ENSMUSG00000035873"	"Pawr"	"PRKC, apoptosis, WT1, regulator [Source:MGI Symbol;Acc:MGI:2149961]"
"1476"	"ENSMUSG00000035896"	"Rnase1"	"ribonuclease, RNase A family, 1 (pancreatic) [Source:MGI Symbol;Acc:MGI:97919]"
"1477"	"ENSMUSG00000035941"	"Ibtk"	"inhibitor of Bruton agammaglobulinemia tyrosine kinase [Source:MGI Symbol;Acc:MGI:1918677]"
"1478"	"ENSMUSG00000035960"	"Apex1"	"apurinic/apyrimidinic endonuclease 1 [Source:MGI Symbol;Acc:MGI:88042]"
"1479"	"ENSMUSG00000036023"	"Parp2"	"poly (ADP-ribose) polymerase family, member 2 [Source:MGI Symbol;Acc:MGI:1341112]"
"1480"	"ENSMUSG00000036054"	"Sugp2"	"SURP and G patch domain containing 2 [Source:MGI Symbol;Acc:MGI:2678085]"
"1481"	"ENSMUSG00000036061"	"Smug1"	"single-strand selective monofunctional uracil DNA glycosylase [Source:MGI Symbol;Acc:MGI:1918976]"
"1482"	"ENSMUSG00000036109"	"Mbnl3"	"muscleblind-like 3 (Drosophila) [Source:MGI Symbol;Acc:MGI:2444912]"
"1483"	"ENSMUSG00000036112"	"Metap2"	"methionine aminopeptidase 2 [Source:MGI Symbol;Acc:MGI:1929701]"
"1484"	"ENSMUSG00000036114"	"Rpp25l"	"ribonuclease P/MRP 25 subunit-like [Source:MGI Symbol;Acc:MGI:1917211]"
"1485"	"ENSMUSG00000036138"	"Acaa1a"	"acetyl-Coenzyme A acyltransferase 1A [Source:MGI Symbol;Acc:MGI:2148491]"
"1486"	"ENSMUSG00000036160"	"Surf6"	"surfeit gene 6 [Source:MGI Symbol;Acc:MGI:98447]"
"1487"	"ENSMUSG00000036167"	"Pphln1"	"periphilin 1 [Source:MGI Symbol;Acc:MGI:1917029]"
"1488"	"ENSMUSG00000036181"	"Hist1h1c"	"histone cluster 1, H1c [Source:MGI Symbol;Acc:MGI:1931526]"
"1489"	"ENSMUSG00000036202"	"Rif1"	"Rap1 interacting factor 1 homolog (yeast) [Source:MGI Symbol;Acc:MGI:1098622]"
"1490"	"ENSMUSG00000036208"	"BC027231"	"cDNA sequence BC027231 [Source:MGI Symbol;Acc:MGI:2384836]"
"1491"	"ENSMUSG00000036270"	"Edc4"	"enhancer of mRNA decapping 4 [Source:MGI Symbol;Acc:MGI:2446249]"
"1492"	"ENSMUSG00000036285"	"Noa1"	"nitric oxide associated 1 [Source:MGI Symbol;Acc:MGI:1914306]"
"1493"	"ENSMUSG00000036309"	"Skp1a"	"S-phase kinase-associated protein 1A [Source:MGI Symbol;Acc:MGI:103575]"
"1494"	"ENSMUSG00000036323"	"Srp72"	"signal recognition particle 72 [Source:MGI Symbol;Acc:MGI:1333795]"
"1495"	"ENSMUSG00000036334"	"Igsf10"	"immunoglobulin superfamily, member 10 [Source:MGI Symbol;Acc:MGI:1923481]"
"1496"	"ENSMUSG00000036371"	"Serbp1"	"serpine1 mRNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1914120]"
"1497"	"ENSMUSG00000036376"	"Abt1"	"activator of basal transcription 1 [Source:MGI Symbol;Acc:MGI:1353636]"
"1498"	"ENSMUSG00000036427"	"Gpi1"	"glucose phosphate isomerase 1 [Source:MGI Symbol;Acc:MGI:95797]"
"1499"	"ENSMUSG00000036435"	"Exoc1"	"exocyst complex component 1 [Source:MGI Symbol;Acc:MGI:2445020]"
"1500"	"ENSMUSG00000036504"	"Phpt1"	"phosphohistidine phosphatase 1 [Source:MGI Symbol;Acc:MGI:1922704]"
"1501"	"ENSMUSG00000036550"	"Cnot1"	"CCR4-NOT transcription complex, subunit 1 [Source:MGI Symbol;Acc:MGI:2442402]"
"1502"	"ENSMUSG00000036564"	"Ndrg4"	"N-myc downstream regulated gene 4 [Source:MGI Symbol;Acc:MGI:2384590]"
"1503"	"ENSMUSG00000036572"	"Upf3b"	"UPF3 regulator of nonsense transcripts homolog B (yeast) [Source:MGI Symbol;Acc:MGI:1915384]"
"1504"	"ENSMUSG00000036639"	"Nudt1"	"nudix (nucleoside diphosphate linked moiety X)-type motif 1 [Source:MGI Symbol;Acc:MGI:109280]"
"1505"	"ENSMUSG00000036686"	"Cc2d1a"	"coiled-coil and C2 domain containing 1A [Source:MGI Symbol;Acc:MGI:2384831]"
"1506"	"ENSMUSG00000036693"	"Nop14"	"NOP14 nucleolar protein [Source:MGI Symbol;Acc:MGI:1922666]"
"1507"	"ENSMUSG00000036698"	"Ago2"	"argonaute RISC catalytic subunit 2 [Source:MGI Symbol;Acc:MGI:2446632]"
